"filename","id","refseq_species","ANI_species_group","fabv_detected","type_strain","total_contigs","total_length","N50","Completeness","Contamination","overall_quality","refseq_description"
"GCF_900585065.1_p21.H1_genomic.fna","NZ_UTSD01000065.1","pseudomonas_viridiflava","viridiflava",0,0,31,5962184,336617,99.36,0.14,98.66,"Pseudomonas viridiflava isolate p21.H1, whole genome shotgun sequence"
"GCF_900585075.1_p21.H10_genomic.fna","NZ_UTSI01000069.1","pseudomonas_viridiflava","viridiflava",0,0,53,5942655,300791,100,0.14,99.3,"Pseudomonas viridiflava isolate p21.H10, whole genome shotgun sequence"
"GCF_900585085.1_p21.H11_genomic.fna","NZ_UTSE01000044.1","pseudomonas_viridiflava","viridiflava",0,0,32,5967057,534206,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p21.H11, whole genome shotgun sequence"
"GCF_900585095.1_p21.H2_genomic.fna","NZ_UTSF01000073.1","pseudomonas_viridiflava","viridiflava",0,0,57,5990018,182643,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p21.H2, whole genome shotgun sequence"
"GCF_900585105.1_p21.G9_genomic.fna","NZ_UTSG01000047.1","pseudomonas_viridiflava","viridiflava",0,0,36,6054258,451210,100,0.33,98.35,"Pseudomonas viridiflava isolate p21.G9, whole genome shotgun sequence"
"GCF_900585115.1_p21.H3_genomic.fna","NZ_UTSH01000055.1","pseudomonas_viridiflava","viridiflava",0,0,37,5981095,324798,100,0.46,97.7,"Pseudomonas viridiflava isolate p21.H3, whole genome shotgun sequence"
"GCF_900585125.1_p21.H12_genomic.fna","NZ_UTSJ01000047.1","pseudomonas_viridiflava","viridiflava",0,0,29,5870298,574035,100,0.18,99.1,"Pseudomonas viridiflava isolate p21.H12, whole genome shotgun sequence"
"GCF_900585135.1_p21.H7_genomic.fna","NZ_UTSN01000050.1","pseudomonas_viridiflava","viridiflava",0,0,43,6097325,378996,100,0.33,98.35,"Pseudomonas viridiflava isolate p21.H7, whole genome shotgun sequence"
"GCF_900585145.1_p21.H8_genomic.fna","NZ_UTSK01000032.1","pseudomonas_viridiflava","viridiflava",0,0,27,6056263,400331,100,0.33,98.35,"Pseudomonas viridiflava isolate p21.H8, whole genome shotgun sequence"
"GCF_900585155.1_p21.H5_genomic.fna","NZ_UTSM01000042.1","pseudomonas_viridiflava","viridiflava",0,0,32,6055888,525744,100,0.33,98.35,"Pseudomonas viridiflava isolate p21.H5, whole genome shotgun sequence"
"GCF_900585165.1_p21.H4_genomic.fna","NZ_UTSL01000027.1","pseudomonas_viridiflava","viridiflava",0,0,21,6074627,703849,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p21.H4, whole genome shotgun sequence"
"GCF_900585175.1_p22.A4_genomic.fna","NZ_UTSQ01000051.1","pseudomonas_viridiflava","viridiflava",0,0,40,5991744,371337,99.6,0.14,98.9,"Pseudomonas viridiflava isolate p22.A4, whole genome shotgun sequence"
"GCF_900585185.1_p22.A5_genomic.fna","NZ_UTSR01000039.1","pseudomonas_viridiflava","viridiflava",0,0,34,5981353,315988,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.A5, whole genome shotgun sequence"
"GCF_900585195.1_p22.A7_genomic.fna","NZ_UTST01000041.1","pseudomonas_viridiflava","viridiflava",0,0,35,5981172,324798,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.A7, whole genome shotgun sequence"
"GCF_900585205.1_p22.A1_genomic.fna","NZ_UTSS01000049.1","pseudomonas_viridiflava","viridiflava",0,0,29,6010434,1029781,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.A1, whole genome shotgun sequence"
"GCF_900585215.1_p22.A2_genomic.fna","NZ_UTSP01000047.1","pseudomonas_viridiflava","viridiflava",0,0,39,5955702,285149,100,0.14,99.3,"Pseudomonas viridiflava isolate p22.A2, whole genome shotgun sequence"
"GCF_900585225.1_p21.H9_genomic.fna","NZ_UTSU01000036.1","pseudomonas_viridiflava","viridiflava",0,0,31,6056167,616228,100,0.33,98.35,"Pseudomonas viridiflava isolate p21.H9, whole genome shotgun sequence"
"GCF_900585235.1_p22.A3_genomic.fna","NZ_UTSO01000034.1","pseudomonas_viridiflava","viridiflava",0,0,21,5940188,730710,100,0.25,98.75,"Pseudomonas viridiflava isolate p22.A3, whole genome shotgun sequence"
"GCF_900585245.1_p22.B5_genomic.fna","NZ_UTSV01000051.1","pseudomonas_viridiflava","viridiflava",0,0,44,5981396,231530,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.B5, whole genome shotgun sequence"
"GCF_900585255.1_p22.B4_genomic.fna","NZ_UTSX01000060.1","pseudomonas_viridiflava","viridiflava",0,0,49,5988062,306388,99.6,0.14,98.9,"Pseudomonas viridiflava isolate p22.B4, whole genome shotgun sequence"
"GCF_900585265.1_p22.A8_genomic.fna","NZ_UTSW01000052.1","pseudomonas_viridiflava","viridiflava",0,0,38,5981005,324778,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.A8, whole genome shotgun sequence"
"GCF_900585275.1_p22.B7_genomic.fna","NZ_UTSZ01000049.1","pseudomonas_viridiflava","viridiflava",0,0,39,5981456,324798,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.B7, whole genome shotgun sequence"
"GCF_900585285.1_p22.B2_genomic.fna","NZ_UTSY01000048.1","pseudomonas_viridiflava","viridiflava",0,0,42,5956057,247657,100,0.14,99.3,"Pseudomonas viridiflava isolate p22.B2, whole genome shotgun sequence"
"GCF_900585295.1_p22.B3_genomic.fna","NZ_UTTB01000050.1","pseudomonas_viridiflava","viridiflava",0,0,37,6011395,457240,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.B3, whole genome shotgun sequence"
"GCF_900585305.1_p22.B1_genomic.fna","NZ_UTTA01000041.1","pseudomonas_viridiflava","viridiflava",0,0,28,5968738,592518,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.B1, whole genome shotgun sequence"
"GCF_900585315.1_p22.C5_genomic.fna","NZ_UTTC01000051.1","pseudomonas_viridiflava","viridiflava",0,0,46,5980156,231755,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.C5, whole genome shotgun sequence"
"GCF_900585325.1_p22.C4_genomic.fna","NZ_UTTE01000030.1","pseudomonas_viridiflava","viridiflava",0,0,27,5918154,694707,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p22.C4, whole genome shotgun sequence"
"GCF_900585335.1_p22.B8_genomic.fna","NZ_UTTH01000039.1","pseudomonas_viridiflava","viridiflava",0,0,27,5907469,564570,100,0.25,98.75,"Pseudomonas viridiflava isolate p22.B8, whole genome shotgun sequence"
"GCF_900585345.1_p22.C3_genomic.fna","NZ_UTTG01000042.1","pseudomonas_viridiflava","viridiflava",0,0,37,6056177,285692,100,0.33,98.35,"Pseudomonas viridiflava isolate p22.C3, whole genome shotgun sequence"
"GCF_900585355.1_p22.C1_genomic.fna","NZ_UTTD01000069.1","pseudomonas_viridiflava","viridiflava",0,0,53,5908742,311455,99.68,0.2,98.68,"Pseudomonas viridiflava isolate p22.C1, whole genome shotgun sequence"
"GCF_900585365.1_p22.C7_genomic.fna","NZ_UTTF01000038.1","pseudomonas_viridiflava","viridiflava",0,0,31,5981650,324798,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.C7, whole genome shotgun sequence"
"GCF_900585375.1_p22.C2_genomic.fna","NZ_UTTI01000068.1","pseudomonas_viridiflava","viridiflava",0,0,61,5954819,188506,100,0.14,99.3,"Pseudomonas viridiflava isolate p22.C2, whole genome shotgun sequence"
"GCF_900585445.1_p22.C8_genomic.fna","NZ_UTTJ01000040.1","pseudomonas_viridiflava","viridiflava",0,0,32,5907793,513716,100,0.25,98.75,"Pseudomonas viridiflava isolate p22.C8, whole genome shotgun sequence"
"GCF_900585455.1_p22.E1_genomic.fna","NZ_UTTP01000050.1","pseudomonas_viridiflava","viridiflava",0,0,34,6011080,567607,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.E1, whole genome shotgun sequence"
"GCF_900585475.1_p22.E2_genomic.fna","NZ_UTTR01000043.1","pseudomonas_viridiflava","viridiflava",0,0,37,5956920,255107,100,0.14,99.3,"Pseudomonas viridiflava isolate p22.E2, whole genome shotgun sequence"
"GCF_900585485.1_p22.E5_genomic.fna","NZ_UTTW01000039.1","pseudomonas_viridiflava","viridiflava",0,0,33,5980834,319684,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.E5, whole genome shotgun sequence"
"GCF_900585495.1_p22.E7_genomic.fna","NZ_UTTT01000030.1","pseudomonas_viridiflava","viridiflava",0,0,22,5907606,555519,100,0.25,98.75,"Pseudomonas viridiflava isolate p22.E7, whole genome shotgun sequence"
"GCF_900585505.1_p22.F1_genomic.fna","NZ_UTTX01000059.1","pseudomonas_viridiflava","viridiflava",0,0,34,5969179,448870,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.F1, whole genome shotgun sequence"
"GCF_900585515.1_p22.F2_genomic.fna","NZ_UTTV01000033.1","pseudomonas_viridiflava","viridiflava",0,0,27,5956181,463503,100,0.14,99.3,"Pseudomonas viridiflava isolate p22.F2, whole genome shotgun sequence"
"GCF_900585525.1_p22.E4_genomic.fna","NZ_UTTU01000048.1","pseudomonas_viridiflava","viridiflava",0,0,40,5980661,246117,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.E4, whole genome shotgun sequence"
"GCF_900585535.1_p22.E3_genomic.fna","NZ_UTTY01000061.1","pseudomonas_viridiflava","viridiflava",0,0,46,5984358,311164,99.6,0.14,98.9,"Pseudomonas viridiflava isolate p22.E3, whole genome shotgun sequence"
"GCF_900585545.1_p22.F5_genomic.fna","NZ_UTUA01000038.1","pseudomonas_viridiflava","viridiflava",0,0,31,5982328,357926,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.F5, whole genome shotgun sequence"
"GCF_900585555.1_p22.G2_genomic.fna","NZ_UTUB01000051.1","pseudomonas_viridiflava","viridiflava",0,0,45,5954154,247668,100,0.14,99.3,"Pseudomonas viridiflava isolate p22.G2, whole genome shotgun sequence"
"GCF_900585565.1_p22.F4_genomic.fna","NZ_UTUE01000050.1","pseudomonas_viridiflava","viridiflava",0,0,35,5981341,324798,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.F4, whole genome shotgun sequence"
"GCF_900585575.1_p22.F3_genomic.fna","NZ_UTUC01000060.1","pseudomonas_viridiflava","viridiflava",0,0,49,5991327,232492,99.6,0.14,98.9,"Pseudomonas viridiflava isolate p22.F3, whole genome shotgun sequence"
"GCF_900585585.1_p22.G1_genomic.fna","NZ_UTTZ01000052.1","pseudomonas_viridiflava","viridiflava",0,0,32,5969308,592503,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.G1, whole genome shotgun sequence"
"GCF_900585595.1_p22.F7_genomic.fna","NZ_UTUD01000029.1","pseudomonas_viridiflava","viridiflava",0,0,20,5908229,962068,100,0.25,98.75,"Pseudomonas viridiflava isolate p22.F7, whole genome shotgun sequence"
"GCF_900585605.1_p22.G7_genomic.fna","NZ_UTUH01000033.1","pseudomonas_viridiflava","viridiflava",0,0,22,5907927,609384,100,0.25,98.75,"Pseudomonas viridiflava isolate p22.G7, whole genome shotgun sequence"
"GCF_900585615.1_p22.G4_genomic.fna","NZ_UTUI01000036.1","pseudomonas_viridiflava","viridiflava",0,0,31,5980360,385248,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.G4, whole genome shotgun sequence"
"GCF_900585625.1_p22.H1_genomic.fna","NZ_UTUF01000051.1","pseudomonas_viridiflava","viridiflava",0,0,30,5969855,701344,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.H1, whole genome shotgun sequence"
"GCF_900585635.1_p22.G5_genomic.fna","NZ_UTUJ01000039.1","pseudomonas_viridiflava","viridiflava",0,0,34,5980988,324798,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.G5, whole genome shotgun sequence"
"GCF_900585645.1_p22.H2_genomic.fna","NZ_UTUG01000041.1","pseudomonas_viridiflava","viridiflava",0,0,32,5957374,497005,100,0.14,99.3,"Pseudomonas viridiflava isolate p22.H2, whole genome shotgun sequence"
"GCF_900585655.1_p22.H3_genomic.fna","NZ_UTUK01000061.1","pseudomonas_viridiflava","viridiflava",0,0,46,5992073,348525,99.6,0.14,98.9,"Pseudomonas viridiflava isolate p22.H3, whole genome shotgun sequence"
"GCF_900585665.1_p22.G3_genomic.fna","NZ_UTUL01000038.1","pseudomonas_viridiflava","viridiflava",0,0,29,5917755,551645,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p22.G3, whole genome shotgun sequence"
"GCF_900585675.1_p23.A2_genomic.fna","NZ_UTUM01000056.1","pseudomonas_viridiflava","viridiflava",0,0,38,6053757,340193,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.A2, whole genome shotgun sequence"
"GCF_900585685.1_p23.A4_genomic.fna","NZ_UTUR01000102.1","pseudomonas_viridiflava","syringae",0,0,62,5992925,261184,100,0.67,96.65,"Pseudomonas viridiflava isolate p23.A4, whole genome shotgun sequence"
"GCF_900585695.1_p22.H4_genomic.fna","NZ_UTUP01000046.1","pseudomonas_viridiflava","viridiflava",0,0,35,5980860,324798,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.H4, whole genome shotgun sequence"
"GCF_900585715.1_p22.H5_genomic.fna","NZ_UTUS01000035.1","pseudomonas_viridiflava","viridiflava",0,0,30,5981869,410934,100,0.46,97.7,"Pseudomonas viridiflava isolate p22.H5, whole genome shotgun sequence"
"GCF_900585725.1_p23.A3_genomic.fna","NZ_UTUO01000049.1","pseudomonas_viridiflava","viridiflava",0,0,23,6117895,669432,99.68,0.19,98.73,"Pseudomonas viridiflava isolate p23.A3, whole genome shotgun sequence"
"GCF_900585735.1_p23.A1_genomic.fna","NZ_UTUQ01000027.1","pseudomonas_viridiflava","viridiflava",0,0,16,5905161,602524,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.A1, whole genome shotgun sequence"
"GCF_900585745.1_p23.A6_genomic.fna","NZ_UTUT01000079.1","pseudomonas_viridiflava","viridiflava",0,0,67,6110034,258919,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.A6, whole genome shotgun sequence"
"GCF_900585755.1_p23.B1_genomic.fna","NZ_UTUV01000024.1","pseudomonas_viridiflava","viridiflava",0,0,19,5904838,440818,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.B1, whole genome shotgun sequence"
"GCF_900585765.1_p23.A7_genomic.fna","NZ_UTUW01000088.1","pseudomonas_viridiflava","viridiflava",0,0,75,6111372,213337,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.A7, whole genome shotgun sequence"
"GCF_900585775.1_p23.B3_genomic.fna","NZ_UTUU01000051.1","pseudomonas_viridiflava","viridiflava",0,0,39,5914524,386297,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.B3, whole genome shotgun sequence"
"GCF_900585785.1_p23.B2_genomic.fna","NZ_UTUX01000041.1","pseudomonas_viridiflava","viridiflava",0,0,29,5973498,388941,99.68,0.25,98.43,"Pseudomonas viridiflava isolate p23.B2, whole genome shotgun sequence"
"GCF_900585795.1_p23.A9_genomic.fna","NZ_UTUY01000059.1","pseudomonas_viridiflava","viridiflava",0,0,46,5910312,231359,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.A9, whole genome shotgun sequence"
"GCF_900585805.1_p23.A8_genomic.fna","NZ_UTUZ01000055.1","pseudomonas_viridiflava","viridiflava",0,0,45,5875693,297919,100,0.46,97.7,"Pseudomonas viridiflava isolate p23.A8, whole genome shotgun sequence"
"GCF_900585825.1_p23.C1_genomic.fna","NZ_UTVA01000021.1","pseudomonas_viridiflava","viridiflava",0,0,13,5905156,653579,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.C1, whole genome shotgun sequence"
"GCF_900585835.1_p23.B5_genomic.fna","NZ_UTVC01000069.1","pseudomonas_viridiflava","viridiflava",0,0,63,6111349,237548,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.B5, whole genome shotgun sequence"
"GCF_900585845.1_p23.B8_genomic.fna","NZ_UTVE01000091.1","pseudomonas_viridiflava","viridiflava",0,0,82,6106080,145539,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.B8, whole genome shotgun sequence"
"GCF_900585855.1_p23.B9_genomic.fna","NZ_UTVD01000051.1","pseudomonas_viridiflava","viridiflava",0,0,49,6063086,291363,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.B9, whole genome shotgun sequence"
"GCF_900585865.1_p23.B6_genomic.fna","NZ_UTVF01000079.1","pseudomonas_viridiflava","viridiflava",0,0,69,6111252,205643,100,0.2,99,"Pseudomonas viridiflava isolate p23.B6, whole genome shotgun sequence"
"GCF_900585875.1_p23.B7_genomic.fna","NZ_UTVG01000056.1","pseudomonas_viridiflava","viridiflava",0,0,40,5876935,235378,100,0.46,97.7,"Pseudomonas viridiflava isolate p23.B7, whole genome shotgun sequence"
"GCF_900585885.1_p23.C9_genomic.fna","NZ_UTVL01000073.1","pseudomonas_viridiflava","viridiflava",0,0,63,6110221,224934,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.C9, whole genome shotgun sequence"
"GCF_900585895.1_p23.C4_genomic.fna","NZ_UTVO01000086.1","pseudomonas_viridiflava","viridiflava",0,0,68,6109252,205662,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.C4, whole genome shotgun sequence"
"GCF_900585915.1_p23.C5_genomic.fna","NZ_UTVM01000076.1","pseudomonas_viridiflava","viridiflava",0,0,67,6110652,205674,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.C5, whole genome shotgun sequence"
"GCF_900585925.1_p23.C3_genomic.fna","NZ_UTVK01000062.1","pseudomonas_viridiflava","viridiflava",0,0,41,5944914,271827,99.68,0.17,98.83,"Pseudomonas viridiflava isolate p23.C3, whole genome shotgun sequence"
"GCF_900585935.1_p23.C7_genomic.fna","NZ_UTVI01000044.1","pseudomonas_viridiflava","viridiflava",0,0,30,5877460,502335,100,0.46,97.7,"Pseudomonas viridiflava isolate p23.C7, whole genome shotgun sequence"
"GCF_900585945.1_p23.C2_genomic.fna","NZ_UTVN01000040.1","pseudomonas_viridiflava","viridiflava",0,0,36,5909116,255300,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.C2, whole genome shotgun sequence"
"GCF_900585955.1_p23.D1_genomic.fna","NZ_UTVJ01000022.1","pseudomonas_viridiflava","viridiflava",0,0,18,5905715,442249,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.D1, whole genome shotgun sequence"
"GCF_900585965.1_p23.D5_genomic.fna","NZ_UTVP01000074.1","pseudomonas_viridiflava","viridiflava",0,0,67,6110283,224934,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.D5, whole genome shotgun sequence"
"GCF_900585975.1_p23.D9_genomic.fna","NZ_UTVS01000059.1","pseudomonas_viridiflava","viridiflava",0,0,49,6063979,283806,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.D9, whole genome shotgun sequence"
"GCF_900585985.1_p23.D6_genomic.fna","NZ_UTVT01000060.1","pseudomonas_viridiflava","viridiflava",0,0,46,5872674,227767,100,0.62,96.9,"Pseudomonas viridiflava isolate p23.D6, whole genome shotgun sequence"
"GCF_900585995.1_p23.D4_genomic.fna","NZ_UTVR01000090.1","pseudomonas_viridiflava","viridiflava",0,0,79,6106005,144700,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.D4, whole genome shotgun sequence"
"GCF_900586005.1_p23.D3_genomic.fna","NZ_UTVQ01000056.1","pseudomonas_viridiflava","viridiflava",0,0,46,5945221,231542,99.68,0.17,98.83,"Pseudomonas viridiflava isolate p23.D3, whole genome shotgun sequence"
"GCF_900586015.1_p23.D8_genomic.fna","NZ_UTVU01000047.1","pseudomonas_viridiflava","congelans",0,0,23,5717023,355646,99.95,0.44,97.75,"Pseudomonas viridiflava isolate p23.D8, whole genome shotgun sequence"
"GCF_900586035.1_p23.D2_genomic.fna","NZ_UTVW01000058.1","pseudomonas_viridiflava","viridiflava",0,0,50,6000790,286539,99.68,0.17,98.83,"Pseudomonas viridiflava isolate p23.D2, whole genome shotgun sequence"
"GCF_900586045.1_p23.E7_genomic.fna","NZ_UTVX01000047.1","pseudomonas_viridiflava","viridiflava",0,0,38,5876943,301480,100,0.46,97.7,"Pseudomonas viridiflava isolate p23.E7, whole genome shotgun sequence"
"GCF_900586055.1_p23.E1_genomic.fna","NZ_UTWL01000056.1","pseudomonas_viridiflava","viridiflava",0,0,49,6062194,278476,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.E1, whole genome shotgun sequence"
"GCF_900586065.1_p23.E5_genomic.fna","NZ_UTWM01000073.1","pseudomonas_viridiflava","congelans",0,0,22,5756786,589235,99.95,0.32,98.35,"Pseudomonas viridiflava isolate p23.E5, whole genome shotgun sequence"
"GCF_900586075.1_p23.E2_genomic.fna","NZ_UTWA01000055.1","pseudomonas_viridiflava","viridiflava",0,0,38,5876781,295081,100,0.46,97.7,"Pseudomonas viridiflava isolate p23.E2, whole genome shotgun sequence"
"GCF_900586085.1_p23.E6_genomic.fna","NZ_UTVZ01000060.1","pseudomonas_viridiflava","viridiflava",0,0,46,6063256,362984,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.E6, whole genome shotgun sequence"
"GCF_900586095.1_p23.E9_genomic.fna","NZ_UTVY01000081.1","pseudomonas_viridiflava","viridiflava",0,0,70,6111158,192528,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.E9, whole genome shotgun sequence"
"GCF_900586105.1_p23.G1_genomic.fna","NZ_UTWB01000071.1","pseudomonas_viridiflava","viridiflava",0,0,57,6061558,226027,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.G1, whole genome shotgun sequence"
"GCF_900586115.1_p23.F5_genomic.fna","NZ_UTWC01000060.1","pseudomonas_viridiflava","viridiflava",0,0,56,6055552,203296,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.F5, whole genome shotgun sequence"
"GCF_900586125.1_p23.F6_genomic.fna","NZ_UTWD01000054.1","pseudomonas_viridiflava","viridiflava",0,0,46,5871548,256905,100,0.46,97.7,"Pseudomonas viridiflava isolate p23.F6, whole genome shotgun sequence"
"GCF_900586145.1_p23.G2_genomic.fna","NZ_UTWF01000051.1","pseudomonas_viridiflava","viridiflava",0,0,37,5876715,295060,100,0.46,97.7,"Pseudomonas viridiflava isolate p23.G2, whole genome shotgun sequence"
"GCF_900586155.1_p23.F4_genomic.fna","NZ_UTWU01000036.1","pseudomonas_viridiflava","congelans",0,0,19,5756053,655078,99.95,0.24,98.75,"Pseudomonas viridiflava isolate p23.F4, whole genome shotgun sequence"
"GCF_900586175.1_p23.F9_genomic.fna","NZ_UTWG01000060.1","pseudomonas_viridiflava","viridiflava",0,0,50,6048176,239600,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.F9, whole genome shotgun sequence"
"GCF_900586185.1_p23.F1_genomic.fna","NZ_UTWT01000067.1","pseudomonas_viridiflava","viridiflava",0,0,54,6067074,269997,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.F1, whole genome shotgun sequence"
"GCF_900586195.1_p23.F2_genomic.fna","NZ_UTWH01000052.1","pseudomonas_viridiflava","viridiflava",0,0,39,5875762,273815,100,0.46,97.7,"Pseudomonas viridiflava isolate p23.F2, whole genome shotgun sequence"
"GCF_900586205.1_p23.G6_genomic.fna","NZ_UTWI01000051.1","pseudomonas_viridiflava","viridiflava",0,0,42,5870627,310651,100,0.46,97.7,"Pseudomonas viridiflava isolate p23.G6, whole genome shotgun sequence"
"GCF_900586215.1_p23.G9_genomic.fna","NZ_UTWW01000076.1","pseudomonas_viridiflava","viridiflava",0,0,69,6106488,223809,100,0.14,99.3,"Pseudomonas viridiflava isolate p23.G9, whole genome shotgun sequence"
"GCF_900586225.1_p23.H1_genomic.fna","NZ_UTWK01000068.1","pseudomonas_viridiflava","viridiflava",0,0,50,6063071,357584,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.H1, whole genome shotgun sequence"
"GCF_900586255.1_p23.H5_genomic.fna","NZ_UTWO01000063.1","pseudomonas_viridiflava","viridiflava",0,0,44,6062576,375686,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.H5, whole genome shotgun sequence"
"GCF_900586265.1_p23.H2_genomic.fna","NZ_UTWR01000048.1","pseudomonas_viridiflava","viridiflava",0,0,31,5876078,502086,100,0.46,97.7,"Pseudomonas viridiflava isolate p23.H2, whole genome shotgun sequence"
"GCF_900586275.1_p23.H6_genomic.fna","NZ_UTWQ01000056.1","pseudomonas_viridiflava","viridiflava",0,0,35,5876352,297915,100,0.46,97.7,"Pseudomonas viridiflava isolate p23.H6, whole genome shotgun sequence"
"GCF_900586295.1_p23.H9_genomic.fna","NZ_UTWV01000064.1","pseudomonas_viridiflava","viridiflava",0,0,46,6064155,377327,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p23.H9, whole genome shotgun sequence"
"GCF_900586305.1_p24.A11_genomic.fna","NZ_UTXB01000064.1","pseudomonas_viridiflava","viridiflava",0,0,43,5968904,434928,100,0.46,97.7,"Pseudomonas viridiflava isolate p24.A11, whole genome shotgun sequence"
"GCF_900586315.1_p24.A5_genomic.fna","NZ_UTWX01000073.1","pseudomonas_viridiflava","viridiflava",0,0,63,6010335,140723,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p24.A5, whole genome shotgun sequence"
"GCF_900586325.1_p24.A9_genomic.fna","NZ_UTWY01000079.1","pseudomonas_viridiflava","viridiflava",0,0,70,6051509,157394,100,0.33,98.35,"Pseudomonas viridiflava isolate p24.A9, whole genome shotgun sequence"
"GCF_900586335.1_p24.A8_genomic.fna","NZ_UTWZ01000061.1","pseudomonas_viridiflava","viridiflava",0,0,50,5870087,195069,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p24.A8, whole genome shotgun sequence"
"GCF_900586345.1_p24.A12_genomic.fna","NZ_UTXC01000055.1","pseudomonas_viridiflava","viridiflava",0,0,37,6055979,320797,100,0.33,98.35,"Pseudomonas viridiflava isolate p24.A12, whole genome shotgun sequence"
"GCF_900586365.1_p24.A1_genomic.fna","NZ_UTXA01000080.1","pseudomonas_viridiflava","viridiflava",0,0,54,5980028,231201,100,0.46,97.7,"Pseudomonas viridiflava isolate p24.A1, whole genome shotgun sequence"
"GCF_900586375.1_p24.A7_genomic.fna","NZ_UTXQ01000069.1","pseudomonas_viridiflava","viridiflava",0,0,60,5984023,208669,99.36,0.14,98.66,"Pseudomonas viridiflava isolate p24.A7, whole genome shotgun sequence"
"GCF_900586385.1_p24.A4_genomic.fna","NZ_UTXD01000033.1","pseudomonas_viridiflava","viridiflava",0,0,16,6073978,578408,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p24.A4, whole genome shotgun sequence"
"GCF_900586395.1_p24.B10_genomic.fna","NZ_UTXF01000067.1","pseudomonas_viridiflava","viridiflava",0,0,51,5963704,227373,100,0.46,97.7,"Pseudomonas viridiflava isolate p24.B10, whole genome shotgun sequence"
"GCF_900586405.1_p24.B8_genomic.fna","NZ_UTXK01000078.1","pseudomonas_viridiflava","viridiflava",0,0,52,5869234,194338,99.68,0.14,98.98,"Pseudomonas viridiflava isolate p24.B8, whole genome shotgun sequence"
"GCF_900586415.1_p24.B11_genomic.fna","NZ_UTXG01000070.1","pseudomonas_viridiflava","viridiflava",0,0,42,5970637,445477,100,0.46,97.7,"Pseudomonas viridiflava isolate p24.B11, whole genome shotgun sequence"
"GCF_900586425.1_p24.B9_genomic.fna","NZ_UTXH01000060.1","pseudomonas_viridiflava","viridiflava",0,0,45,5965054,248686,100,0.46,97.7,"Pseudomonas viridiflava isolate p24.B9, whole genome shotgun sequence"
